"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-dicom-sop-instance-observation-subordonnee","fr-dicom-sop-instance-observation-subordonnee.effectiveTime","fr-dicom-sop-instance-observation-subordonnee.effectiveTime","","","",0,1,"","","","Period {[]} {[]}
","Date de l'observation","Date de l'observation","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation-subordonnee.effectiveTime",0,1,"",""
"fr-dicom-sop-instance-observation-subordonnee","fr-dicom-sop-instance-observation-subordonnee.entryRelationship","fr-dicom-sop-instance-observation-subordonnee.entryRelationship","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation-subordonnee.entryRelationship",0,1,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation","","","",0,*,"","","","null {[]} {[]}
","FR-DICOM-SOP-instance-observation","DICOM Part 20 - SOP Instance Observation                 Cette entrée permet d'enregistrer l’url permettant d’accéder aux images sur la Drim box source.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.observation","fr-dicom-sop-instance-observation.observation","","","",0,1,"","","","string {[]} {[]}
","Entrée FR-DICOM-SOP-instance-observation","Entrée FR-DICOM-SOP-instance-observation","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-sop-class-cisis|20251028115832","",,,,"fr-dicom-sop-instance-observation.observation",0,1,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.id","fr-dicom-sop-instance-observation.id","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de l'observation","Identifiant de l'observation","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation.id",1,*,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.code","fr-dicom-sop-instance-observation.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV-SOPClass_CISIS","OIDs: 1.2.250.1.213.1.1.5.689","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-sop-class-cisis|20251028115832","",,,,"fr-dicom-sop-instance-observation.code",1,1,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.text","fr-dicom-sop-instance-observation.text","","","",0,1,"","","","string {[]} {[]}
","url permettant d’accéder aux images sur la Drim box source Cette url, basée sur le profil IHE Invoke Image Display , est construite de la manière suiv...","url permettant d’accéder aux images sur la Drim box source Cette url, basée sur le profil IHE Invoke Image Display , est construite de la manière suiv...","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation.text",0,1,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.reference","fr-dicom-sop-instance-observation.reference","","","",1,1,"","","","string {[]} {[]}
","Référence WADO","Référence WADO","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation.reference",1,1,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.effectiveTime","fr-dicom-sop-instance-observation.effectiveTime","","","",0,1,"","","","Period {[]} {[]}
","Date de l'observation","Date de l'observation","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation.effectiveTime",0,1,"",""
"fr-dicom-sop-instance-observation","fr-dicom-sop-instance-observation.entryRelationship","fr-dicom-sop-instance-observation.entryRelationship","","","",0,*,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-dicom-sop-instance-observation.entryRelationship",0,*,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie","fr-dicom-technique-imagerie","","","",0,*,"","","","null {[]} {[]}
","FR-DICOM-Technique-imagerie","DICOM Part 20 - Procedure Technique                  Cette entrée permet d’enregistrer les différents paramètres de l’acquisition d’image :                                                                 acte d'imagerie                                                                     modalité d'a...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.procedure","fr-dicom-technique-imagerie.procedure","","","",1,1,"","","","string {[]} {[]}
","Entrée FR-DICOM-Technique-imagerie","Entrée FR-DICOM-Technique-imagerie","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modificateur-topographique-cisis|20251028115832","",,,,"fr-dicom-technique-imagerie.procedure",1,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.id","fr-dicom-technique-imagerie.id","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.id",1,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.code","fr-dicom-technique-imagerie.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_CodesDocumentImagerie_CISIS","OIDs: 1.2.250.1.213.1.1.5.687","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-code-document-imagerie-cisis|20251028115832","",,,,"fr-dicom-technique-imagerie.code",1,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.translation","fr-dicom-technique-imagerie.translation","","","",0,1,"","","","string {[]} {[]}
","Autre code de l’acte d’imagerie","Autre code de l’acte d’imagerie","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.translation",0,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.text","fr-dicom-technique-imagerie.text","","","",0,1,"","","","string {[]} {[]}
","Partie narrative de l'entrée","Partie narrative de l'entrée","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.text",0,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.reference","fr-dicom-technique-imagerie.reference","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.reference",1,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.effectiveTime","fr-dicom-technique-imagerie.effectiveTime","","","",0,1,"","","","Period {[]} {[]}
","Date de l'acte","Date de l'acte","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.effectiveTime",0,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.methodCode","fr-dicom-technique-imagerie.methodCode","","","",1,*,"","","","CodeableConcept {[]} {[]}
","Modalité d’acquisition","Modalité d’acquisition","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modalite-acquisition-cisis|20251028115833","",,,,"fr-dicom-technique-imagerie.methodCode",1,*,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.targetSiteCode","fr-dicom-technique-imagerie.targetSiteCode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_LocalisationAnatomique_CISIS","OIDs: 1.2.250.1.213.1.1.5.694","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modificateur-topographique-cisis|20251028115832","",,,,"fr-dicom-technique-imagerie.targetSiteCode",1,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.originalText","fr-dicom-technique-imagerie.originalText","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.originalText",0,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.qualifier","fr-dicom-technique-imagerie.qualifier","","","",0,1,"","","","string {[]} {[]}
","Précision topographique","Précision topographique","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modificateur-topographique-cisis|20251028115832","",,,,"fr-dicom-technique-imagerie.qualifier",0,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.name","fr-dicom-technique-imagerie.name","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-dicom-technique-imagerie.name",1,1,"",""
"fr-dicom-technique-imagerie","fr-dicom-technique-imagerie.value","fr-dicom-technique-imagerie.value","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_ModificateurTopographique_CISIS","OIDs: 1.2.250.1.213.1.1.5.688","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modificateur-topographique-cisis|20251028115832","",,,,"fr-dicom-technique-imagerie.value",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee","fr-directive-anticipee","","","",0,*,"","","","null {[]} {[]}
","FR-Directive-anticipee","IHE-PCC - Advance-Directive-Observation                 Cette entrée permet d’indiquer si les directives anticipées du patient.                                                                Article L1111-11 du Code de la Santé Publique : « Toute personne majeure peut rédiger des directives anticipé...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-directive-anticipee","fr-directive-anticipee.observation","fr-directive-anticipee.observation","","","",0,1,"","","","string {[]} {[]}
","Terminologies: cip","Entrée Directive anticipée","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.503","",,,,"fr-directive-anticipee.observation",0,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.id","fr-directive-anticipee.id","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'observation","Identifiant de l'observation","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.id",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.code","fr-directive-anticipee.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_TypeDirectiveAnticipee_CISIS, cip","OIDs: 1.2.250.1.213.1.1.5.136","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-type-directive-anticipee-cisis|20250624152100","",,,,"fr-directive-anticipee.code",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.text","fr-directive-anticipee.text","","","",1,1,"","","","string {[]} {[]}
","Partie narrative de l'observation","Partie narrative de l'observation","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.text",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.reference","fr-directive-anticipee.reference","","","",1,1,"","","","string {[]} {[]}
","Référence vers la partie narrative de la section","Référence vers la partie narrative de la section","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.reference",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.statusCode","fr-directive-anticipee.statusCode","","","",1,1,"","","","code {[]} {[]}
","Statut de l'observation
                        
                        Fixé à la valeur ""completed""","Statut de l'observation
                        
                        Fixé à la valeur ""completed""","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.statusCode",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.effectiveTime","fr-directive-anticipee.effectiveTime","","","",1,1,"","","","Period {[]} {[]}
","Terminologies: cip","Date de la directive anticipée","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.effectiveTime",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.low","fr-directive-anticipee.low","","","",1,1,"","","","dateTime {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.low",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.high","fr-directive-anticipee.high","","","",1,1,"","","","dateTime {[]} {[]}
","Si la date de fin n’est pas connu, mettre nullFlavor=""NA""","Si la date de fin n’est pas connu, mettre nullFlavor=""NA""","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.high",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.value","fr-directive-anticipee.value","","","",0,1,"","","","boolean {[]} {[]}
","Terminologies: cip","Procédure autorisée ou pas
                        
                        La valeur de la directive identifiée est un élément booléen (xsi:type=""BL""...","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.value",0,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.externalDocument","fr-directive-anticipee.externalDocument","","","",1,1,"","","","string {[]} {[]}
","Référence à un document externe","Référence à un document externe","","","","","","","","","",,,,,"",,,,"fr-directive-anticipee.externalDocument",1,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.entryRelationship","fr-directive-anticipee.entryRelationship","","","",0,1,"","","","string {[]} {[]}
","Document encapsulé en B64","Document encapsulé en B64","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.503","",,,,"fr-directive-anticipee.entryRelationship",0,1,"",""
"fr-directive-anticipee","fr-directive-anticipee.observationMedia","fr-directive-anticipee.observationMedia","","","",1,1,"","","","string {[]} {[]}
","observationMedia","observationMedia","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.503","",,,,"fr-directive-anticipee.observationMedia",1,1,"",""
"fr-dispositif-medical","fr-dispositif-medical","fr-dispositif-medical","","","",0,*,"","","","null {[]} {[]}
","FR-Dispositif-medical","L'entrée Dispositif Médical est une entrée de type ""supply"" qui permet de fournir les information sur un dispositif médical.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-dispositif-medical","fr-dispositif-medical.supply","fr-dispositif-medical.supply","","","",0,*,"","","","string {[]} {[]}
","Entrée Dispositif médical","Entrée Dispositif médical","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-dispositif-medical.supply",0,*,"",""
"fr-dispositif-medical","fr-dispositif-medical.id","fr-dispositif-medical.id","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de la fourniture du DM
                             Sous la forme UID (UUID ou OID).Cet identifiant correspond à l'identifiant de la fourn...","Identifiant de la fourniture du DM
                             Sous la forme UID (UUID ou OID).Cet identifiant correspond à l'identifiant de la fourn...","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.id",1,*,"",""
"fr-dispositif-medical","fr-dispositif-medical.text","fr-dispositif-medical.text","","","",0,1,"","","","string {[]} {[]}
","Description narrative","Description narrative","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.text",0,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.reference","fr-dispositif-medical.reference","","","",0,1,"","","","string {[]} {[]}
","Référence de la description narrative de la section","Référence de la description narrative de la section","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.reference",0,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.statusCode","fr-dispositif-medical.statusCode","","","",0,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-dispositif-medical.statusCode",0,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.effectiveTime","fr-dispositif-medical.effectiveTime","","","",1,1,"","","","Period {[]} {[]}
","Date d'utilisation ou de présence chez le patient
                            
                             Si la date n'est pas connue, utiliser la v...","Date d'utilisation ou de présence chez le patient
                            
                             Si la date n'est pas connue, utiliser la v...","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.effectiveTime",1,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.low","fr-dispositif-medical.low","","","",1,1,"","","","dateTime {[]} {[]}
","Date de début","Date de début","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.low",1,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.high","fr-dispositif-medical.high","","","",0,1,"","","","dateTime {[]} {[]}
","Date de fin","Date de fin","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.high",0,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.repeatNumber","fr-dispositif-medical.repeatNumber","","","",0,1,"","","","string {[]} {[]}
","Nombre de renouvellement(s) possible(s)","Nombre de renouvellement(s) possible(s)","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.repeatNumber",0,1,"",""
"fr-dispositif-medical","fr-dispositif-medical.quantity","fr-dispositif-medical.quantity","","","",0,1,"","","","Quantity {[]} {[]}
","Quantité","Quantité","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.quantity",0,1,"",""
